cid,name,path
127218008,其它,"自用闲置转让,其它房源,其它"
127342005,女士包袋,"自用闲置转让,闲鱼优品,箱包,女士包袋"
127414001,胶带切割器,"电子词典/电纸书/文化用品,日常学习用品,胶带切割器"
127484001,和纸胶带,"电子词典/电纸书/文化用品,胶粘用品,和纸胶带"
127532056,洗发杯/水勺,"盒马,婴幼儿用品,婴儿卫浴用具,洗发杯/水勺"
127532094,保温杯,"盒马,婴幼儿用品,哺育喂养,保温杯"
127656021,布贴,"纺织面料/辅料/配套,纺织辅料,布贴"
127680001,吸油垫/吸油棉/吸油毡,"标准件/零部件/工业耗材,车间保护,吸油垫/吸油棉/吸油毡"
127784003,吸尘器,"自用闲置转让,闲鱼优品,生活家电,吸尘器"
127786003,加湿器,"自用闲置转让,闲鱼优品,生活家电,加湿器"
127874007,纸盒,"包装,纸类包装,纸盒"
127886008,纸桶,"包装,纸类包装,纸桶"
127912007,木托盘,"包装,托盘/底座,木托盘"
201143801,吸尘器,"闲鱼优品,小家电,生活电器,吸尘器"
